Timestamp,What is your age?,What is your current grade level?,What is your gender?,"About how many writing assignments (paragraphs, essays, or written projects) do you complete for school in a typical week?","At your school, using AI tools for writing assignments is:","Compared to other students in my grade, I think my writing skills are:","I use AI tools (such as ChatGPT, Grammarly, or Gemini) to brainstorm ideas for my school writing.","I use AI tools to help me draft or write full sentences and paragraphs for my assignments.
","I use AI tools to edit or proofread my writing (for example, to fix grammar or wording).
","I use AI tools when I am stuck and do not know how to continue my writing.
","Overall, I rely on AI tools when completing my writing assignments.
","My writing feels creative and original when I work on school assignments.
","Using AI tools helps me come up with new ideas for my writing.
","When I use AI tools, my writing feels more creative than when I do not use them.
","I feel confident in my own ability to generate creative ideas for writing, even without AI.
","I enjoy experimenting with different ways to express my ideas in writing.
","The work I submit for writing assignments feels like it is primarily my own.
","When I use AI tools, I still feel that the ideas in my writing belong to me.
","When I use AI tools, I sometimes feel less connected to the writing as “my” work.
","I worry that using AI tools might make my writing feel less genuine or authentic.
","I feel comfortable taking credit for assignments where I used AI tools.
","Optional:
Paste a short paragraph (4–8 sentences) from a recent school assignment where you used AI tools at some point in the writing process.
","Optional:
Paste a short paragraph (4–8 sentences) from a school assignment that you wrote without using any AI tools. Do not include any names of other people.","Optional:
Briefly describe how you used AI (if at all) in the AI-assisted paragraph above (for example: brainstorming, drafting, editing). Do not include any names of other people","I worry that I’m using AI on my assignments more than I should, and that I could get caught",How much have you been educated on AI use?,Column 25,Creativity Questions [Row 1]
12/9/2025 10:10:00,16,11th Grade,Female,4-5,Sometimes allowed depending on the assignment,A little better,4,3,4,4,2,4,2,2,5,2,4,4,3,4,2,,,,4,Some,,
12/9/2025 10:10:10,16,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little better,2,1,1,1,1,5,1,1,5,5,5,1,1,3,1,,,,1,A little,,
12/9/2025 10:10:17,16,10th Grade,Female,0-1,Sometimes allowed depending on the assignment,About the same,3,2,1,2,1,4,3,2,5,4,5,5,2,2,2,,,,1,Quite a bit,,
12/9/2025 10:10:24,17,11th Grade,Male,0-1,Sometimes allowed depending on the assignment,Much worse,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,None at all,,
12/9/2025 10:10:38,14,9th Grade,Female,2-3,Completely not tolerated,A little better,1,1,1,1,1,5,1,1,5,4,5,1,1,1,1,I didn't,"Accepting loneliness is something I’ve come to learn. Sometimes you are lucky enough to have someone there for you, or someone you can come home to. However, there are moments in life where the only person you have is yourself. You will have to be your own best friend, you will have to be your own lover, and you will have to be the only one responsible for your actions.
",I didn't,1,Quite a bit,,
12/9/2025 10:10:47,16,11th Grade,Female,2-3,Completely not tolerated,About the same,2,1,1,1,1,5,1,1,5,5,5,2,1,4,1,,,,1,Quite a bit,,
12/9/2025 10:10:56,16,11th Grade,Male,0-1,Completely allowed,Much better,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,no,no,no,1,A lot,,
12/9/2025 10:11:19,15,9th Grade,Male,0-1,Sometimes allowed depending on the assignment,A little worse,3,2,4,3,3,4,2,3,4,2,4,3,3,3,3,I dont have any.,I dont have any.,I dont have any.,1,Some,,
12/9/2025 10:11:20,16,11th Grade,Female,2-3,Mostly not tolerated,About the same,3,2,4,3,3,3,4,3,3,3,4,3,2,4,4,,,,2,Some,,
12/9/2025 10:11:29,16,11th Grade,Female,4-5,Sometimes allowed depending on the assignment,About the same,5,5,3,4,5,3,3,3,3,3,3,3,3,3,3,,,,1,Some,,
12/9/2025 10:11:51,17,11th Grade,Male,0-1,Completely not tolerated,About the same,2,2,3,2,2,4,2,3,4,3,4,4,1,1,4,,,,2,Some,,
12/9/2025 10:12:10,17,11th Grade,Male,2-3,Mostly not tolerated,About the same,1,1,1,1,1,1,1,3,5,3,3,3,3,3,3,,,,1,None at all,,
12/9/2025 10:12:19,15,10th Grade,Nonbinary,6 or more,Completely allowed,Much worse,2,4,5,2,5,3,1,1,5,1,4,4,4,4,4,,,,5,A lot,,
12/9/2025 10:12:20,15,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,Much better,1,1,1,2,1,4,2,1,5,4,5,3,2,4,3,,"However, the Nazis wouldn’t go unchecked during all these brutal acts though, with one group fighting behind enemy lines in a desperate act of resistance: partisans. One of the most significant groups of partisans was the “Bielski Brigade”, a group of Jewish Poles who fled into the forests of Poland to offer heavy resistance, with over 1,200 members in 1944. They were one of the few resistance organizations that accepted the membership of Jews, so a lot of Jewish partisans had to hide their identities in Poland. One incredible story from the brigade is that of Mira Shebub, who (with her unit) attacked Nazi police stations and trains, severely damaging the Nazi lines of logistics (JPEF). There were other countries home to large groups of resistance, for example Lithuania’s Abba Kovner created a resistance network - United Partisan Organization - and “earned a distinguished record, destroying over 180 miles of train tracks, 5 bridges, 40 enemy train cars, killing 212 enemy soldiers, and rescuing at least 71 Jews,” alongside attempting to mass poison a group of Nazi POWs after the war and helping create the state of Israel. Another great example of a WW2 partisan is that of Italian partisan Eugenio Gentili-Tedeschi, who, alongside his group of Partisans, would hold the tight Alpine trails that fed the Nazi war machine during the fight for Italy. He personally stored the dynamite they used to destroy bridges underneath his own bed, before fighting directly alongside American and British troops on the frontline when it reached them.",,3,Some,,
12/9/2025 10:13:02,16,11th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little worse,4,2,1,4,2,2,4,3,2,3,3,3,2,1,3,,,,2,Some,,
12/9/2025 10:13:23,15,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little better,3,2,3,2,2,3,3,3,3,3,4,5,5,5,3,,,,2,A little,,
12/9/2025 10:14:35,15,10th Grade,Male,2-3,Mostly not tolerated,Much worse,4,3,4,4,3,2,3,2,2,1,4,4,2,4,2,,,,3,A little,,
12/9/2025 10:15:39,16,11th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little worse,3,1,1,3,2,3,3,2,3,2,4,4,2,2,3,,,,1,Some,,
12/9/2025 12:15:03,17,11th Grade,Female,2-3,Mostly not tolerated,About the same,3,2,4,3,1,4,2,4,4,3,5,3,2,3,2,,,,2,A little,,
12/9/2025 12:16:08,16,11th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little better,2,1,1,1,1,4,2,1,5,5,5,5,1,5,2,,,,2,A lot,,
12/9/2025 12:16:22,14,9th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little better,2,1,2,3,3,4,2,2,4,4,4,2,3,4,3,,,,2,Some,,
12/9/2025 12:16:28,16,11th Grade,Male,2-3,Mostly not tolerated,About the same,1,1,1,1,1,5,1,1,1,1,5,1,5,5,1,n/a,n/a,n/a,1,Quite a bit,,
12/9/2025 12:16:30,14,9th Grade,Male,2-3,Completely not tolerated,Much better,5,4,4,4,3,3,3,3,4,3,4,2,5,4,3,,,,3,Quite a bit,,
12/9/2025 12:17:16,16,11th Grade,Female,2-3,Completely not tolerated,A little worse,3,2,4,2,1,4,4,4,3,3,3,3,2,3,4,,,,4,Some,,
12/9/2025 12:17:17,16,11th Grade,Female,4-5,Sometimes allowed depending on the assignment,About the same,5,3,3,3,3,2,3,3,3,3,5,5,3,3,3,,,,1,Some,,
12/9/2025 12:17:20,17,11th Grade,Female,0-1,Sometimes allowed depending on the assignment,A little better,3,2,2,3,1,4,3,2,4,3,4,4,2,2,1,,,,1,Quite a bit,,
12/9/2025 12:17:37,15,9th Grade,Female,0-1,Mostly not tolerated,A little better,3,2,3,3,2,4,2,1,5,4,5,2,3,2,2,,,,1,A lot,,
12/9/2025 12:17:38,16,11th Grade,Female,0-1,Sometimes allowed depending on the assignment,About the same,4,4,3,4,2,4,4,4,3,3,4,4,1,1,5,,,,2,Quite a bit,,
12/9/2025 12:17:40,16,10th Grade,Female,6 or more,Sometimes allowed depending on the assignment,About the same,4,4,4,5,4,3,4,4,3,4,3,3,3,4,4,,,,4,Some,,
12/9/2025 12:17:44,15,10th Grade,Male,4-5,Completely not tolerated,A little better,4,2,4,2,2,1,5,4,4,4,5,4,1,1,4,,,,1,None at all,,
12/9/2025 12:17:45,15,9th Grade,Male,0-1,Completely not tolerated,A little worse,3,3,4,2,3,2,4,3,3,2,3,3,3,3,3,,,,3,Quite a bit,,
12/9/2025 12:17:55,14,9th Grade,Female,2-3,Sometimes allowed depending on the assignment,About the same,4,2,2,4,3,3,4,3,4,3,4,4,2,3,2,I haven't used AI on any of my recent projects.,,,4,Some,,
12/9/2025 12:18:01,14,9th Grade,Male,2-3,Mostly not tolerated,Much better,1,1,1,1,1,5,2,3,4,2,5,3,4,2,1,,,,1,Some,,
12/9/2025 12:18:09,14,9th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little better,4,2,4,3,2,4,4,3,4,3,4,4,3,3,3,,,,2,Quite a bit,,
12/9/2025 12:18:35,15,9th Grade,Female,0-1,Mostly allowed,A little better,4,1,3,2,1,4,3,1,5,4,5,3,4,4,2,,,,2,A little,,
12/9/2025 12:18:52,16,11th Grade,Male,0-1,Completely not tolerated,A little worse,1,1,1,3,1,5,1,1,5,1,5,1,5,5,1,,,,2,A little,,
12/9/2025 12:18:53,14,9th Grade,Male,0-1,Sometimes allowed depending on the assignment,About the same,5,2,3,3,2,3,3,3,4,4,4,3,3,2,3,,,,2,Quite a bit,,
12/9/2025 12:18:59,16,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little better,3,1,1,2,2,4,3,3,4,2,5,2,4,4,5,,,,1,Quite a bit,,
12/9/2025 12:19:12,15,10th Grade,Female,2-3,Completely not tolerated,A little worse,2,3,5,3,2,3,5,3,4,5,4,5,1,2,3,,,,2,None at all,,
12/9/2025 12:19:23,16,10th Grade,Male,2-3,Completely not tolerated,A little worse,1,1,1,1,1,3,2,1,5,3,3,3,3,2,2,,,,1,A little,,
12/9/2025 12:20:24,16,11th Grade,Male,2-3,Completely not tolerated,A little better,3,1,5,2,2,4,3,2,4,4,4,5,2,4,5,,,,2,None at all,,
12/9/2025 12:21:49,15,10th Grade,Male,0-1,Completely not tolerated,A little worse,1,1,2,2,1,5,2,1,4,4,5,1,3,3,2,,,,1,Quite a bit,,
12/9/2025 12:22:01,15,9th Grade,Male,0-1,Mostly not tolerated,Much worse,3,1,4,3,2,2,3,3,3,2,3,5,2,3,3,"While cleaning the attic, Jordan found an old, dusty book with a faded gold cover and no title on the front. Curious, he opened it and discovered that the pages were filled with handwritten stories from someone who had lived in his house over a hundred years ago. As he read, he realized the writer had the same dreams he did—traveling, learning, and exploring the world. The book made Jordan feel connected to the past, and he decided to continue the tradition by writing his own stories at the end, hoping someone in the future would discover them too.","Jordan found an old book in his attic while he was cleaning. The book had a worn cover and contained handwritten stories from someone who lived in the house long ago. As Jordan read the stories, he learned about the person’s daily life and experiences. He thought it was interesting that someone from the past had written so much. Jordan decided to keep the book safe so he could show it to others.","I used AI to help draft the paragraph by simplifying the language, reducing creativity, and making it sound more like a basic school assignment. I also used AI to edit the wording so it stayed clear and straightforward.",1,A lot,,
12/9/2025 12:22:40,16,11th Grade,Male,2-3,Completely not tolerated,About the same,2,3,4,3,2,5,2,2,5,2,5,4,2,2,3,,,,2,Quite a bit,,
12/10/2025 8:54:02,16,11th Grade,Male,0-1,Completely not tolerated,About the same,3,3,5,4,3,3,4,4,3,2,3,4,3,4,3,,,"I usually write my things, but I put it into chatgpt to make sure I didn't misword anything or if it falls in line as to what kind of essay the assignment is. I don't ever copy and paste but rather reword my work based off the feedback given",2,Quite a bit,,
12/10/2025 9:31:03,17,11th Grade,Male,4-5,Completely not tolerated,A little worse,3,1,1,3,2,5,1,1,5,4,5,1,4,5,2,,,,2,Some,,
12/10/2025 9:51:17,16,11th Grade,Male,2-3,Completely not tolerated,About the same,1,1,1,1,1,5,1,1,5,5,5,1,1,5,1,i never used ai,,,1,A lot,,
12/10/2025 9:58:26,16,11th Grade,Female,0-1,Sometimes allowed depending on the assignment,A little worse,4,4,5,3,3,4,2,2,4,2,4,5,1,2,4,"Invasive snail species can cause significant harm to the environment in a variety of ways. They may compete with native species or overconsume local resources, making their introduction potentially devastating (SC Wildlife, 2025). However, snails are not always detrimental. A study by researchers at Suzhou University found that terrestrial mollusks, including snails and slugs, can contribute to litter decomposition; as snail populations increase, their waste provides material for microbes to decompose, which can also accelerate the decomposition rates of surrounding aquatic plants (Hong Yongxiang et al., 2019). Similarly, Mathew (2024) notes that “Snails and slugs play important roles in the decomposition of organic matter. They feed on decaying plant material, facilitating its breakdown and nutrient release,” highlighting their important role in nutrient cycling.
",,editing/proofreading,2,Quite a bit,,
12/10/2025 10:01:49,17,12th Grade,Male,2-3,Mostly not tolerated,About the same,1,2,1,1,2,4,1,1,5,5,3,5,5,5,3,,"The electoral college should be reformed because of its absurd logic and what it has done to previous elections, where presidential candidates who won the popular vote, lost because of the electoral college, which is one of the reasons. It has little correlation to the popular votes from all the states, like in the 2016 election with Trump losing popularity by millions and winning the electoral college. Another reason why the electoral college desperately needs a change is that it has a disproportionate attention to many of the swing states that in this case have an unfair advantage over, just because of the equal support for each candidate in that state.",i have used ai before on like one paragraph for busy work assignments a while back but i cannot find it,3,Quite a bit,,
12/10/2025 10:24:53,16,11th Grade,Male,4-5,Mostly not tolerated,A little worse,2,2,1,3,2,2,4,2,3,1,2,4,2,1,5,,,,1,A little,,
12/10/2025 10:26:05,16,11th Grade,Male,2-3,Completely not tolerated,A little better,3,1,2,1,1,4,2,3,5,4,5,4,2,2,4,N/A,N//A,N/A,3,Quite a bit,,
12/10/2025 10:26:12,17,11th Grade,Female,4-5,Sometimes allowed depending on the assignment,Much better,2,1,3,1,1,4,2,2,5,4,5,5,4,5,2,,,,1,Quite a bit,,
12/10/2025 10:26:14,17,12th Grade,Male,2-3,Sometimes allowed depending on the assignment,About the same,5,2,4,4,3,3,5,4,3,3,4,5,1,1,4,,,,2,A lot,,
12/10/2025 10:26:26,15,10th Grade,Female,0-1,Completely not tolerated,A little better,1,1,3,3,2,4,2,2,5,5,5,2,4,4,2,,,,2,A little,,
12/10/2025 10:26:32,17,12th Grade,Female,6 or more,Mostly not tolerated,A little better,3,4,5,3,5,5,2,1,3,4,3,3,5,5,1,,,,4,Quite a bit,,
12/10/2025 10:26:36,16,11th Grade,Male,2-3,Mostly not tolerated,Much better,4,2,4,3,3,4,4,3,5,4,4,4,3,3,4,,,,2,Quite a bit,,
12/10/2025 10:26:41,16,12th Grade,Female,0-1,Mostly not tolerated,About the same,4,3,5,4,4,2,5,5,2,2,3,4,2,2,4,,,,3,A little,,
12/10/2025 10:26:52,15,10th Grade,Female,2-3,Mostly not tolerated,A little better,4,4,2,4,4,3,3,3,3,2,3,3,4,4,2,,,,4,Quite a bit,,
12/10/2025 10:26:53,16,11th Grade,Male,4-5,Mostly not tolerated,A little better,2,1,2,1,1,3,2,1,4,3,5,2,2,3,2,,,,1,None at all,,
12/10/2025 10:27:00,17,12th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little better,4,2,1,2,2,4,4,4,3,2,5,5,4,4,3,,,,2,Some,,
12/10/2025 10:27:18,17,12th Grade,Male,4-5,Mostly not tolerated,A little better,4,2,3,4,3,5,4,3,4,3,4,2,3,4,2,,,,2,Quite a bit,,
12/10/2025 10:27:21,17,11th Grade,Female,2-3,Sometimes allowed depending on the assignment,About the same,4,1,1,4,2,3,4,3,4,4,4,4,4,3,2,,,Sometimes in history I use chat gpt to bring up a timeline of events in the time period to strengthen my arguement in our daily warmups.,1,A little,,
12/10/2025 10:27:38,17,12th Grade,Male,2-3,Completely not tolerated,A little better,1,1,1,1,1,2,1,5,5,5,5,1,5,5,1,,"Structured complexity is beautiful. It’s why we like the look of a nice flower bouquet or the fancy patterns on a chandelier, and it’s why we like the music we like. The trouble is finding the right balance— if something is too complex, we can’t find any pleasant patterns without considerable effort, and the thing is meaningless to us. If something is too simple, then the thing is too predictable and doesn’t stimulate us, so it also means nothing (Hudson). Pop music just does its best to scratch the itch for music just barely complex enough for us to enjoy. Pascale is famously quoted to have said, “if I had more time, I would write you a shorter letter.” Simplicity is often valued. So why shouldn’t it be valued it in music? (Hudson)",,1,A little,,
12/10/2025 10:27:40,17,12th Grade,Female,4-5,Mostly not tolerated,About the same,1,1,1,1,2,3,1,1,5,2,5,1,4,3,3,,,,1,A little,,
12/10/2025 10:27:51,16,11th Grade,Female,2-3,Mostly not tolerated,Much better,4,3,3,1,1,5,4,2,5,5,4,3,2,3,5,,,,2,None at all,,
12/10/2025 10:28:32,17,12th Grade,Female,6 or more,Mostly not tolerated,A little better,3,1,4,1,1,5,1,1,5,3,5,2,4,4,1,"As a result of the 2024 merger of the USFL and XFL, a primary goal is to establish a stable and enduring professional football league during the NFL's offseason, avoiding the failures of previous alternative leagues. Expand fan engagement: The UFL aims to keep fans invested through innovative approaches, such as its unique team-based scoring system for MMA events (if discussing the United Fight League) and a blend of traditional and new on-field rules designed to increase excitement.","Texas filed a lawsuit against the four swing states that Biden won in because they were unhappy with how those states chose their electors. The Supreme Court dismissed this case because Texas has no standing; each state has the 10th amendment reserve power over how they carry out elections. Texas is only in charge of their own state, they have no authority over how Pennsylvania, Georgia, Michigan, or Wisconsin conduct their elections. Additionally, they cannot prove injury or near-sustaining injury, which is judicial standing - meaning their case is inadmissible. This outcome didn’t hurt anyone, and the reason Texas likely tried this was to gain standing with Trump in case he was reelected. ","Brainstorming and drafting, I think my partner paraphrased what the AI wrote. ",2,A little,,
12/10/2025 10:28:41,16,11th Grade,Male,2-3,Mostly not tolerated,A little better,3,1,3,2,1,4,3,2,5,3,4,4,2,2,3,,,,2,Some,,
12/10/2025 10:29:09,16,11th Grade,Female,2-3,Mostly allowed,A little better,4,3,4,4,3,3,4,2,4,4,4,4,3,4,4,"One limitation of the lab design is the variation in yeast-alginate sphere size and density. Even though spheres were formed in the same CaCl₂ solution, small differences in volume or yeast distribution could have affected the rate of reaction by changing the amount of catalase present. Another limitation is that the yeast spheres may not have spent enough time in the temperature baths to fully adjust to the set conditions. If the enzymes inside the spheres had more time to “soak in” the temperature, the reaction rates might have been more consistent and reflective of the true enzyme activity at each condition. To improve the design, a standardized droplet tool, such as a micropipette, could be used to ensure all spheres are identical in size, and the equilibration time in the water baths could be extended to ensure the spheres reach the intended temperature. While the overall pattern was clear, the variability makes the data less exact. ","	UCLA has been ranked as the #1 public university in the nation by U.S. News and World Report for 8 years in a row (“Rankings | UCLA”), and accurately so. These rankings are mainly based on their students' graduation rates, first-year retention rates, and economic outcomes (“Rankings | UCLA”). The four-year graduation rate for the Class of 2024 was the highest it had ever been, with 87.3% of the students who enrolled in the fall of 2020 graduating. The graduation rate just keeps going up every year (“Graduation & Time to Degree | UCLA Academic Planning and Budget”), and that’s a sign of a good university, as they are retaining and graduating the vast majority of students on time. When choosing a college, one of the main things you need to consider is whether you will graduate in four, five, six, or even more years. It is reassuring to know that UCLA’s four-year graduation rate is high, because it’s expensive to go to college for more years. Additionally, UCLA graduates’ initial salaries are higher than average at $49,600 one year after graduation, and it is more or less depending on the major (“CollegeSimply”), while the national average salary one year after graduating with a bachelor’s degree is $44,595 (“Innovators Choose Wonder”). This shows that UCLA is proficient in setting up its students for financial success in their futures.","I used AI for the paragraph above to brainstorm an idea for the reflection of my lab. I also used it to format it correctly for a science paper, as I was unsure as to how to write one properly.",3,Some,,
12/10/2025 10:29:22,17,11th Grade,Male,0-1,Mostly not tolerated,Much better,4,3,2,4,4,4,4,2,5,2,4,3,4,4,4,,,,2,Some,,
12/10/2025 10:29:25,16,11th Grade,Female,6 or more,Sometimes allowed depending on the assignment,Much better,1,1,1,1,1,4,1,1,4,5,5,2,5,5,1,,"In Gatsby’s tour of his house, F. Scott Fitzgerald uses language choices like imagery and word choice to illustrate the illusion of false identity that Gatsby clings to, and to characterize him as being materialistic and vain. During the tour, Gatsby shows off all of his extravagant rooms and possessions. When they get to his closet, he shows them that he owns “shirts with stripes and scrolls and plaids in coral and apple-green and lavender and faint orange, and monograms of Indian blue” by “throwing them” onto a table. This incredibly long and detailed description of all of the different shirts Gatsby owns helps the reader visualize each shirt, emphasizing the sheer amount of clothing Gatsby is displaying. The lavishness and excessiveness of owning so many shirts in so many different styles characterizes Gatsby as materialistic. This huge amount of fancy shirts are yet another status symbol Gatsby shows off to Daisy and Nick, showing how important it is to Gatsby to be perceived as incredibly wealthy. This is a part of a larger illusion that Gatsby holds: he has an image of an idealized, fairy tale life, of being someone who was born into money and fitting in with high society, which drives him to try to impress his immense wealth onto everyone he meets. So, language choices like imagery and word choice during the scene where Gatsby shows Daisy his shirts illustrate the illusions Gatsby holds and characterize him as materialistic.",,1,A little,,
12/10/2025 10:29:29,16,11th Grade,Male,2-3,Mostly allowed,Much better,4,3,5,2,3,5,3,1,5,5,5,5,2,1,3,"Rather than spending my time researching I used AI to find me all the evidence I needed for my writing assignment in a quick and digestible manner. This saved me not only time but unnecessary work which helped me complete my assignments by the time they were due. I also have used it to proofread my essay and point out lines where I have made grammar mistakes or where my ideas do not come off as clear as they should, this allows me to spot mistakes that I might not have originally noticed and learn/grow from them. ",,I did not use any Ai,1,A lot,,
12/10/2025 10:29:44,17,12th Grade,Female,4-5,Sometimes allowed depending on the assignment,A little better,3,2,4,4,1,3,3,2,5,3,5,5,3,2,3,,,,2,Some,,
12/10/2025 10:30:18,16,11th Grade,Female,0-1,Mostly not tolerated,About the same,1,1,1,2,1,3,2,1,4,2,4,2,4,4,3,,,"I don't feel like finding the assignments, but I only ever write for history and we only need a few sentences. I only use AI if I can't find an answer in the textbook, so I'll use the ""AI Overview"" on Google for a summary of an event, person, etc. I don't use AI to write assignments.",1,Some,,
12/10/2025 10:38:56,17,12th Grade,Female,2-3,Sometimes allowed depending on the assignment,About the same,3,4,4,3,3,3,4,2,3,3,4,2,2,4,2,"I feel my service truly does help the student I tutor and it also helps me too. I feel very proud and fulfilled by the service I do each week. Working with my students has helped me understand the importance of flexibility, compassion and adaptability when teaching someone who learns differently. Each session reminds me that learning is not always easy, and that encouragement can be just as important as getting a good score. I also feel grateful for the opportunity to volunteer because it has helped me grow as a person and develop better communication skills. Seeing even small improvements, like better reading comprehension or stronger math confidence, makes me feel like my time and effort truly matter. "," I learned that the actual Sunday program usually starts at around 10:00 and this is when the Gurwara is filled with people, after each person has donated and paid respects to Guru Granth, then they participate in Kirtan, then after is Ardhas where everyone stands for 5-6 minutes and different phrases are said.  The downstairs hall was filled with the smell of food. There were two men in the kitchen cooking food for the community. Since it was earlier in the morning they had snacks, coffee, and tea. Once I served myself a plate of a couple snacks and coffee I sat on the floor in line with the Sikh family I was with. The coffee and all the snacks were very good. What I learned when I was at the Gurdwara affirmed what I learned in class regarding how langar is an act of Seva, and it is open to the community at all times. Additionally downstairs next to the kitchen there were different rooms, where when the Sunday program starts the kids are welcomed to go to the classrooms and learn about Sikhi. 
",I used it to help me edit and make the sentences flow better,3,Some,,
12/10/2025 10:41:10,16,11th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little worse,3,2,4,1,2,4,2,1,4,4,5,1,4,4,1,,,,1,Quite a bit,,
12/10/2025 10:46:08,16,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,About the same,4,1,2,1,1,3,2,2,4,3,5,5,1,1,5,,,,1,Some,,
12/10/2025 10:56:00,18,12th Grade,Male,4-5,Mostly allowed,Much better,5,5,5,5,5,4,3,3,5,2,4,4,4,2,4,,,,2,A little,,
12/10/2025 11:47:54,16,11th Grade,Female,2-3,Sometimes allowed depending on the assignment,About the same,4,4,4,3,2,4,3,3,4,5,4,3,4,4,3,,,,3,Some,,
12/10/2025 11:52:22,18,12th Grade,Female,2-3,Completely not tolerated,Much better,2,2,3,2,1,4,2,1,4,5,5,2,3,4,2,,,,2,Quite a bit,,
12/10/2025 11:52:34,18,12th Grade,Female,2-3,Mostly allowed,Much better,3,4,4,4,4,5,3,2,5,5,4,3,4,4,3,,,,2,Quite a bit,,
12/10/2025 11:52:40,17,12th Grade,Female,0-1,Completely not tolerated,About the same,5,5,5,5,5,2,5,5,2,2,3,3,5,5,3,,,,4,A little,,
12/10/2025 11:52:43,17,12th Grade,Male,0-1,Mostly not tolerated,Much better,2,2,3,2,1,5,1,1,5,5,5,3,2,5,2,,,,1,Quite a bit,,
12/10/2025 11:53:15,16,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little better,4,4,4,5,5,3,5,1,5,5,5,5,1,1,5,,,,2,A lot,,
12/10/2025 11:53:25,17,11th Grade,Female,2-3,Mostly not tolerated,About the same,1,1,1,1,1,5,1,1,5,4,5,1,4,4,1,,,,1,Quite a bit,,
12/10/2025 11:53:27,17,11th Grade,Male,0-1,Sometimes allowed depending on the assignment,About the same,5,5,5,5,5,5,5,5,5,3,4,5,1,2,5,,,,2,Some,,
12/10/2025 11:53:34,16,11th Grade,Male,0-1,Completely not tolerated,About the same,1,1,2,1,1,2,1,1,3,1,4,1,4,4,1,,,,1,Quite a bit,,
12/10/2025 11:53:50,15,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,Much better,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,,,,1,Some,,
12/10/2025 11:53:51,16,11th Grade,Male,2-3,Completely not tolerated,Much better,3,1,4,4,2,4,3,2,5,4,5,3,4,4,4,,,,1,None at all,,
12/10/2025 11:53:53,17,12th Grade,Male,2-3,Mostly not tolerated,A little better,2,1,1,3,2,4,3,1,4,3,5,5,1,3,2,,,,1,A little,,
12/10/2025 11:53:57,17,12th Grade,Female,0-1,Sometimes allowed depending on the assignment,Much better,1,1,1,1,1,4,1,1,5,3,5,3,3,5,2,I have never used AI for school assignments.,,,1,Some,,
12/10/2025 11:53:59,16,11th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little better,5,3,5,3,3,5,5,4,5,5,5,5,2,1,4,,,,2,Some,,
12/10/2025 11:54:00,16,11th Grade,Female,4-5,Sometimes allowed depending on the assignment,About the same,2,2,4,2,2,3,3,3,4,3,4,3,4,4,2,,,,2,A lot,,
12/10/2025 11:54:03,16,11th Grade,Male,0-1,Mostly not tolerated,About the same,2,3,5,1,2,2,1,3,4,3,5,2,3,3,3,,,,4,A lot,,
12/10/2025 11:55:01,16,11th Grade,Male,2-3,Sometimes allowed depending on the assignment,Much better,1,1,1,1,1,5,1,1,5,4,5,1,5,5,1,,,,1,Some,,
12/10/2025 11:55:24,17,12th Grade,Male,4-5,Mostly not tolerated,A little better,3,1,3,2,2,4,2,2,4,3,5,3,4,3,3,,,,1,A little,,
12/10/2025 11:55:38,16,11th Grade,Female,2-3,Mostly not tolerated,A little better,3,1,2,1,2,4,3,3,5,2,5,5,1,3,5,,,,1,Some,,
12/10/2025 11:55:42,18,12th Grade,Female,0-1,Mostly not tolerated,About the same,1,1,3,1,1,5,1,1,5,3,5,2,4,4,2,,,,2,Some,,
12/10/2025 11:56:33,16,11th Grade,Male,2-3,Mostly not tolerated,Much better,4,3,1,5,3,3,4,3,5,4,4,3,5,5,2,,,,2,Some,,
12/10/2025 13:13:02,17,12th Grade,Female,4-5,Mostly not tolerated,A little better,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,A little,,
12/10/2025 13:13:21,17,11th Grade,Male,0-1,Sometimes allowed depending on the assignment,A little better,2,4,5,4,1,4,5,3,5,1,5,4,4,1,2,,,,4,A little,,
12/10/2025 13:13:47,16,11th Grade,Female,4-5,Mostly not tolerated,About the same,3,2,4,3,3,3,3,2,4,3,4,3,2,3,1,,,,2,Quite a bit,,
12/10/2025 13:13:53,16,11th Grade,Female,2-3,Sometimes allowed depending on the assignment,About the same,2,1,2,1,1,4,2,1,4,5,5,2,4,5,1,,,,1,Quite a bit,,
12/10/2025 13:13:58,16,11th Grade,Male,0-1,Mostly not tolerated,Much better,4,1,1,1,1,4,4,3,5,5,5,5,2,3,5,,,,1,A little,,
