Timestamp,What is your age?,What is your current grade level?,What is your gender?,"About how many writing assignments (paragraphs, essays, or written projects) do you complete for school in a typical week?","At your school, using AI tools for writing assignments is:","Compared to other students in my grade, I think my writing skills are:","I use AI tools (such as ChatGPT, Grammarly, or Gemini) to brainstorm ideas for my school writing.","I use AI tools to help me draft or write full sentences and paragraphs for my assignments.
","I use AI tools to edit or proofread my writing (for example, to fix grammar or wording).
","I use AI tools when I am stuck and do not know how to continue my writing.
","Overall, I rely on AI tools when completing my writing assignments.
","My writing feels creative and original when I work on school assignments.
","Using AI tools helps me come up with new ideas for my writing.
","When I use AI tools, my writing feels more creative than when I do not use them.
","I feel confident in my own ability to generate creative ideas for writing, even without AI.
","I enjoy experimenting with different ways to express my ideas in writing.
","The work I submit for writing assignments feels like it is primarily my own.
","When I use AI tools, I still feel that the ideas in my writing belong to me.
","When I use AI tools, I sometimes feel less connected to the writing as “my” work.
","I worry that using AI tools might make my writing feel less genuine or authentic.
","I feel comfortable taking credit for assignments where I used AI tools.
","Optional:
Paste a short paragraph (4–8 sentences) from a recent school assignment where you used AI tools at some point in the writing process.
","Optional:
Paste a short paragraph (4–8 sentences) from a school assignment that you wrote without using any AI tools. Do not include any names of other people.","Optional:
Briefly describe how you used AI (if at all) in the AI-assisted paragraph above (for example: brainstorming, drafting, editing). Do not include any names of other people","I worry that I’m using AI on my assignments more than I should, and that I could get caught",How much have you been educated on AI use?,Column 25,Creativity Questions [Row 1]
12/9/2025 10:10:00,16,11th Grade,Female,4-5,Sometimes allowed depending on the assignment,A little better,4,3,4,4,2,4,2,2,5,2,4,4,3,4,2,,,,4,Some,,
12/9/2025 10:10:10,16,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little better,2,1,1,1,1,5,1,1,5,5,5,1,1,3,1,,,,1,A little,,
12/9/2025 10:10:17,16,10th Grade,Female,0-1,Sometimes allowed depending on the assignment,About the same,3,2,1,2,1,4,3,2,5,4,5,5,2,2,2,,,,1,Quite a bit,,
12/9/2025 10:10:24,17,11th Grade,Male,0-1,Sometimes allowed depending on the assignment,Much worse,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,None at all,,
12/9/2025 10:10:38,14,9th Grade,Female,2-3,Completely not tolerated,A little better,1,1,1,1,1,5,1,1,5,4,5,1,1,1,1,I didn't,"Accepting loneliness is something I’ve come to learn. Sometimes you are lucky enough to have someone there for you, or someone you can come home to. However, there are moments in life where the only person you have is yourself. You will have to be your own best friend, you will have to be your own lover, and you will have to be the only one responsible for your actions.
",I didn't,1,Quite a bit,,
12/9/2025 10:10:47,16,11th Grade,Female,2-3,Completely not tolerated,About the same,2,1,1,1,1,5,1,1,5,5,5,2,1,4,1,,,,1,Quite a bit,,
12/9/2025 10:10:56,16,11th Grade,Male,0-1,Completely allowed,Much better,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,no,no,no,1,A lot,,
12/9/2025 10:11:19,15,9th Grade,Male,0-1,Sometimes allowed depending on the assignment,A little worse,3,2,4,3,3,4,2,3,4,2,4,3,3,3,3,I dont have any.,I dont have any.,I dont have any.,1,Some,,
12/9/2025 10:11:20,16,11th Grade,Female,2-3,Mostly not tolerated,About the same,3,2,4,3,3,3,4,3,3,3,4,3,2,4,4,,,,2,Some,,
12/9/2025 10:11:29,16,11th Grade,Female,4-5,Sometimes allowed depending on the assignment,About the same,5,5,3,4,5,3,3,3,3,3,3,3,3,3,3,,,,1,Some,,
12/9/2025 10:11:51,17,11th Grade,Male,0-1,Completely not tolerated,About the same,2,2,3,2,2,4,2,3,4,3,4,4,1,1,4,,,,2,Some,,
12/9/2025 10:12:10,17,11th Grade,Male,2-3,Mostly not tolerated,About the same,1,1,1,1,1,1,1,3,5,3,3,3,3,3,3,,,,1,None at all,,
12/9/2025 10:12:19,15,10th Grade,Nonbinary,6 or more,Completely allowed,Much worse,2,4,5,2,5,3,1,1,5,1,4,4,4,4,4,,,,5,A lot,,
12/9/2025 10:12:20,15,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,Much better,1,1,1,2,1,4,2,1,5,4,5,3,2,4,3,,"However, the Nazis wouldn’t go unchecked during all these brutal acts though, with one group fighting behind enemy lines in a desperate act of resistance: partisans. One of the most significant groups of partisans was the “Bielski Brigade”, a group of Jewish Poles who fled into the forests of Poland to offer heavy resistance, with over 1,200 members in 1944. They were one of the few resistance organizations that accepted the membership of Jews, so a lot of Jewish partisans had to hide their identities in Poland. One incredible story from the brigade is that of Mira Shebub, who (with her unit) attacked Nazi police stations and trains, severely damaging the Nazi lines of logistics (JPEF). There were other countries home to large groups of resistance, for example Lithuania’s Abba Kovner created a resistance network - United Partisan Organization - and “earned a distinguished record, destroying over 180 miles of train tracks, 5 bridges, 40 enemy train cars, killing 212 enemy soldiers, and rescuing at least 71 Jews,” alongside attempting to mass poison a group of Nazi POWs after the war and helping create the state of Israel. Another great example of a WW2 partisan is that of Italian partisan Eugenio Gentili-Tedeschi, who, alongside his group of Partisans, would hold the tight Alpine trails that fed the Nazi war machine during the fight for Italy. He personally stored the dynamite they used to destroy bridges underneath his own bed, before fighting directly alongside American and British troops on the frontline when it reached them.",,3,Some,,
12/9/2025 10:13:02,16,11th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little worse,4,2,1,4,2,2,4,3,2,3,3,3,2,1,3,,,,2,Some,,
12/9/2025 10:13:23,15,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little better,3,2,3,2,2,3,3,3,3,3,4,5,5,5,3,,,,2,A little,,
12/9/2025 10:14:35,15,10th Grade,Male,2-3,Mostly not tolerated,Much worse,4,3,4,4,3,2,3,2,2,1,4,4,2,4,2,,,,3,A little,,
12/9/2025 10:15:39,16,11th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little worse,3,1,1,3,2,3,3,2,3,2,4,4,2,2,3,,,,1,Some,,
12/9/2025 12:15:03,17,11th Grade,Female,2-3,Mostly not tolerated,About the same,3,2,4,3,1,4,2,4,4,3,5,3,2,3,2,,,,2,A little,,
12/9/2025 12:16:08,16,11th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little better,2,1,1,1,1,4,2,1,5,5,5,5,1,5,2,,,,2,A lot,,
12/9/2025 12:16:22,14,9th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little better,2,1,2,3,3,4,2,2,4,4,4,2,3,4,3,,,,2,Some,,
12/9/2025 12:16:28,16,11th Grade,Male,2-3,Mostly not tolerated,About the same,1,1,1,1,1,5,1,1,1,1,5,1,5,5,1,n/a,n/a,n/a,1,Quite a bit,,
12/9/2025 12:16:30,14,9th Grade,Male,2-3,Completely not tolerated,Much better,5,4,4,4,3,3,3,3,4,3,4,2,5,4,3,,,,3,Quite a bit,,
12/9/2025 12:17:16,16,11th Grade,Female,2-3,Completely not tolerated,A little worse,3,2,4,2,1,4,4,4,3,3,3,3,2,3,4,,,,4,Some,,
12/9/2025 12:17:17,16,11th Grade,Female,4-5,Sometimes allowed depending on the assignment,About the same,5,3,3,3,3,2,3,3,3,3,5,5,3,3,3,,,,1,Some,,
12/9/2025 12:17:20,17,11th Grade,Female,0-1,Sometimes allowed depending on the assignment,A little better,3,2,2,3,1,4,3,2,4,3,4,4,2,2,1,,,,1,Quite a bit,,
12/9/2025 12:17:37,15,9th Grade,Female,0-1,Mostly not tolerated,A little better,3,2,3,3,2,4,2,1,5,4,5,2,3,2,2,,,,1,A lot,,
12/9/2025 12:17:38,16,11th Grade,Female,0-1,Sometimes allowed depending on the assignment,About the same,4,4,3,4,2,4,4,4,3,3,4,4,1,1,5,,,,2,Quite a bit,,
12/9/2025 12:17:40,16,10th Grade,Female,6 or more,Sometimes allowed depending on the assignment,About the same,4,4,4,5,4,3,4,4,3,4,3,3,3,4,4,,,,4,Some,,
12/9/2025 12:17:44,15,10th Grade,Male,4-5,Completely not tolerated,A little better,4,2,4,2,2,1,5,4,4,4,5,4,1,1,4,,,,1,None at all,,
12/9/2025 12:17:45,15,9th Grade,Male,0-1,Completely not tolerated,A little worse,3,3,4,2,3,2,4,3,3,2,3,3,3,3,3,,,,3,Quite a bit,,
12/9/2025 12:17:55,14,9th Grade,Female,2-3,Sometimes allowed depending on the assignment,About the same,4,2,2,4,3,3,4,3,4,3,4,4,2,3,2,I haven't used AI on any of my recent projects.,,,4,Some,,
12/9/2025 12:18:01,14,9th Grade,Male,2-3,Mostly not tolerated,Much better,1,1,1,1,1,5,2,3,4,2,5,3,4,2,1,,,,1,Some,,
12/9/2025 12:18:09,14,9th Grade,Female,2-3,Sometimes allowed depending on the assignment,A little better,4,2,4,3,2,4,4,3,4,3,4,4,3,3,3,,,,2,Quite a bit,,
12/9/2025 12:18:35,15,9th Grade,Female,0-1,Mostly allowed,A little better,4,1,3,2,1,4,3,1,5,4,5,3,4,4,2,,,,2,A little,,
12/9/2025 12:18:52,16,11th Grade,Male,0-1,Completely not tolerated,A little worse,1,1,1,3,1,5,1,1,5,1,5,1,5,5,1,,,,2,A little,,
12/9/2025 12:18:53,14,9th Grade,Male,0-1,Sometimes allowed depending on the assignment,About the same,5,2,3,3,2,3,3,3,4,4,4,3,3,2,3,,,,2,Quite a bit,,
12/9/2025 12:18:59,16,10th Grade,Male,2-3,Sometimes allowed depending on the assignment,A little better,3,1,1,2,2,4,3,3,4,2,5,2,4,4,5,,,,1,Quite a bit,,
12/9/2025 12:19:12,15,10th Grade,Female,2-3,Completely not tolerated,A little worse,2,3,5,3,2,3,5,3,4,5,4,5,1,2,3,,,,2,None at all,,
12/9/2025 12:19:23,16,10th Grade,Male,2-3,Completely not tolerated,A little worse,1,1,1,1,1,3,2,1,5,3,3,3,3,2,2,,,,1,A little,,
12/9/2025 12:20:24,16,11th Grade,Male,2-3,Completely not tolerated,A little better,3,1,5,2,2,4,3,2,4,4,4,5,2,4,5,,,,2,None at all,,
12/9/2025 12:21:49,15,10th Grade,Male,0-1,Completely not tolerated,A little worse,1,1,2,2,1,5,2,1,4,4,5,1,3,3,2,,,,1,Quite a bit,,
12/9/2025 12:22:01,15,9th Grade,Male,0-1,Mostly not tolerated,Much worse,3,1,4,3,2,2,3,3,3,2,3,5,2,3,3,"While cleaning the attic, Jordan found an old, dusty book with a faded gold cover and no title on the front. Curious, he opened it and discovered that the pages were filled with handwritten stories from someone who had lived in his house over a hundred years ago. As he read, he realized the writer had the same dreams he did—traveling, learning, and exploring the world. The book made Jordan feel connected to the past, and he decided to continue the tradition by writing his own stories at the end, hoping someone in the future would discover them too.","Jordan found an old book in his attic while he was cleaning. The book had a worn cover and contained handwritten stories from someone who lived in the house long ago. As Jordan read the stories, he learned about the person’s daily life and experiences. He thought it was interesting that someone from the past had written so much. Jordan decided to keep the book safe so he could show it to others.","I used AI to help draft the paragraph by simplifying the language, reducing creativity, and making it sound more like a basic school assignment. I also used AI to edit the wording so it stayed clear and straightforward.",1,A lot,,
12/9/2025 12:22:40,16,11th Grade,Male,2-3,Completely not tolerated,About the same,2,3,4,3,2,5,2,2,5,2,5,4,2,2,3,,,,2,Quite a bit,,
